what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.jboss.tools.jsf.vpe.jsf,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jsf",1432948477289
stopped,bundle,org.jboss.tools.jsf.vpe.myfaces,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.myfaces",1432948477291
stopped,bundle,org.jboss.tools.vpe.docbook,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.docbook",1432948477291
stopped,bundle,org.jboss.tools.vpe.html,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.html",1432948477293
stopped,bundle,org.jboss.tools.vpe.jsp,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.jsp",1432948477294
stopped,bundle,org.jboss.tools.vpe.spring,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.spring",1432948477296
stopped,bundle,org.jboss.tools.vpe,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe",1432948477297
stopped,bundle,org.jboss.tools.jst.css,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.css",1432948477299
stopped,bundle,org.jboss.tools.jst.web.tiles.ui,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.web.tiles.ui",1432948477300
stopped,bundle,org.jboss.tools.maven.seam,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.seam",1432948477302
stopped,bundle,org.jboss.tools.seam.ui,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.ui",1432948477302
stopped,bundle,org.jboss.tools.seam.ui.pages,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.ui.pages",1432948477303
stopped,bundle,org.jboss.tools.seam.xml.ui,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.xml.ui",1432948477305
stopped,bundle,org.jboss.tools.jst.web.ui,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.web.ui",1432948477316
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201107221459,"org.eclipse.datatools.connectivity.db.generic.ui",1432948477319
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201107221459,"org.eclipse.datatools.connectivity.apache.derby.ui",1432948477320
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1432948477323
